"","Rnd","Pick","Tm","Player","Pos","Age","To","Approx Val CarAV","G","year","Grade","Height","Arm Length","Weight","Hands","40 Yard Dash","Bench Press","Vertical Jump","Broad Jump","Three Cone Drill","Hands Rank","40 Rank","Bench Rank","Vertical Rank","Broad Rank","3 Cone Rank","20 Shuttle Rank","60 Shuttle Rank","NFL.receptions.pg","NFL.receivingyrds.pg","NFL.receivingtd.pg","NFL.rushattmpt.pg","NFL.rushyrds.pg","NFL.rushtd.pg","College.Games","Rushing Att","Rushing Yds","Receptions","Receiving Yds","Receiving TD","College/Univ","NFLYPC","College.Rushing.Attempts","College.Rushing.Yards","College.Rushing.TDs","College.Receptions","College.Receiving.Yards","College.Receiving.TDs","NFLYPR","College.YPR","College.YPC","College.Total.Plays","College.Total.Tackles","College.Total.Touchdowns","College.Scrimmage.Yards","College.AVGYFS","college.receptions.pg","college.receivingyrds.pg","college.receivingtd.pg","college.rushattmpt.pg","college.rushyrds.pg","college.rushtd.pg","College.scrimyards.pg","college.tottd.pg","ValuePerYear"
"33",4,134,"GNB","Jamaal Williams","RB",22,2020,15,50,2017,5.13,72,31.25,212,10,4.59,NA,30,123,7.25,NA,NA,NA,NA,NA,NA,NA,NA,2.08,16.88,0.14,8.2,31.76,0.16,43,410,1588,104,844,7,"BYU",3.87317073170732,726,3901,35,60,567,1,8.11538461538461,9.5,5.4,786,NA,36,4468,5.7,1.3953488372093,13.1860465116279,0.0232558139534884,16.8837209302326,90.7209302325581,0.813953488372093,103.906976744186,0.837209302325581,5
"34",4,140,"NYG","Wayne Gallman","RB",22,2020,7,42,2017,5.51,72,32.625,215,9.125,4.6,21,29.5,120,7.17,NA,NA,NA,NA,NA,NA,NA,NA,1.52380952380952,9.64285714285714,0.0476190476190476,4.90476190476191,19.952380952381,0.0714285714285714,42,206,838,64,405,2,"Clemson",4.06796116504854,675,3416,34,66,486,2,6.328125,7.4,5.1,741,NA,36,3902,5.3,1.57142857142857,11.5714285714286,0.0476190476190476,16.0714285714286,81.3333333333333,0.80952380952381,92.9047619047619,0.857142857142857,2.33333333333333
"35",4,143,"IND","Marlon Mack","RB",21,2020,18,41,2017,5.54,71,32,213,9,4.5,15,35.5,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34146341463415,10.7317073170732,0.0487804878048781,13.1463414634146,58.1219512195122,0.48780487804878,36,539,2383,55,440,2,"South Florida",4.42115027829314,586,3609,32,65,498,1,8,7.7,6.2,651,NA,33,4107,6.3,1.80555555555556,13.8333333333333,0.0277777777777778,16.2777777777778,100.25,0.888888888888889,114.083333333333,0.916666666666667,6
"36",5,156,"ATL","Brian Hill","RB",21,2020,5,34,2017,NA,73,31.375,219,8.875,4.54,15,34,125,7.03,NA,NA,NA,NA,NA,NA,NA,NA,0.647058823529412,5.38235294117647,0.0294117647058824,3.94117647058824,19.1176470588235,0.0882352941176471,37,134,650,22,183,1,"Wyoming",4.85074626865672,775,4287,35,41,403,0,8.31818181818182,9.8,5.5,816,NA,35,4690,5.7,1.10810810810811,10.8918918918919,0,20.9459459459459,115.864864864865,0.945945945945946,126.756756756757,0.945945945945946,1.66666666666667
"37",5,162,"TAM","Jeremy McNichols","RB",21,2020,0,9,2017,5.61,69,31.5,214,10,4.49,NA,35.5,121,6.93,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222,0.888888888888889,0,1.66666666666667,4.77777777777778,0,34,15,43,2,8,0,"Boise St.",2.86666666666667,571,3205,44,103,1089,11,4,10.6,5.6,674,NA,55,4294,6.4,3.02941176470588,32.0294117647059,0.323529411764706,16.7941176470588,94.2647058823529,1.29411764705882,126.294117647059,1.61764705882353,0
"38",5,179,"ARI","T.J. Logan","RB",23,2019,0,22,2017,5.3,69,32,196,9,4.37,17,33.5,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409090909090909,2.27272727272727,0,0.227272727272727,0.545454545454545,0,49,5,12,9,50,0,"North Carolina",2.4,398,2165,19,76,663,4,5.55555555555556,8.7,5.4,474,NA,23,2828,6,1.55102040816327,13.530612244898,0.0816326530612245,8.12244897959184,44.1836734693878,0.387755102040816,57.7142857142857,0.469387755102041,0
"39",5,182,"GNB","Aaron Jones","RB",22,2020,20,44,2017,NA,69,32.5,208,9.5,4.56,16,37.5,127,6.82,NA,NA,NA,NA,NA,NA,NA,NA,2.25,19.0227272727273,0.136363636363636,11.7045454545455,59.8636363636364,0.727272727272727,35,515,2634,99,837,6,"Texas-El Paso",5.11456310679612,658,4114,33,71,646,7,8.45454545454546,9.1,6.3,729,NA,40,4760,6.5,2.02857142857143,18.4571428571429,0.2,18.8,117.542857142857,0.942857142857143,136,1.14285714285714,6.66666666666667
"40",6,188,"NYJ","Elijah McGuire","RB",23,2018,6,24,2017,5.23,70,31,214,9,4.53,15,36,120,7.26,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15.4166666666667,0.0833333333333333,7.5,24.625,0.166666666666667,51,180,591,36,370,2,"Louisiana",3.28333333333333,710,4301,42,130,1394,10,10.2777777777778,10.7,6.1,840,NA,52,5695,6.8,2.54901960784314,27.3333333333333,0.196078431372549,13.921568627451,84.3333333333333,0.823529411764706,111.666666666667,1.01960784313725,2
"41",6,203,"DEN","De'Angelo Henderson","RB",24,2018,0,8,2017,5.12,67,29,208,9.5,4.48,20,34,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,4.5,0.125,1.125,4,0,NA,9,32,2,36,1,"Coastal Carolina",3.55555555555556,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"42",6,207,"CIN","Brandon Wilson","RB",23,2020,3,41,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0,0,0,0,"Houston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"43",7,238,"GNB","Devante Mays","RB",23,2017,0,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0,0,0.5,0.125,0,18,4,1,3,0,0,"Utah St.",0.25,202,1225,12,2,17,0,0,8.5,6.1,204,NA,12,1242,6.1,0.111111111111111,0.944444444444444,0,11.2222222222222,68.0555555555556,0.666666666666667,69,0.666666666666667,0
"44",7,241,"TEN","Khalfani Muhammad","RB",22,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,"California",NA,359,2073,11,55,571,3,NA,10.4,5.8,414,NA,14,2644,6.4,1.25,12.9772727272727,0.0681818181818182,8.15909090909091,47.1136363636364,0.25,60.0909090909091,0.318181818181818,NA
"45",7,242,"OAK","Elijah Hood","RB",21,2017,0,1,2017,5.14,71,30.375,232,9.375,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,33,0,0,0,0,0,"North Carolina",NA,430,2580,29,40,211,0,NA,5.3,6,470,NA,29,2791,5.9,1.21212121212121,6.39393939393939,0,13.030303030303,78.1818181818182,0.878787878787879,84.5757575757576,0.878787878787879,0
"46",7,249,"SEA","Chris Carson","RB",22,2020,21,38,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23684210526316,16.5263157894737,0.157894736842105,16.7105263157895,75.7368421052632,0.5,21,635,2878,85,628,6,"Oklahoma St.",4.53228346456693,213,1076,13,30,298,1,7.38823529411765,9.9,5.1,243,NA,14,1374,5.7,1.42857142857143,14.1904761904762,0.0476190476190476,10.1428571428571,51.2380952380952,0.619047619047619,65.4285714285714,0.666666666666667,7
"47",7,252,"CLE","Matthew Dayes","RB",23,2018,0,23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173913043478261,1.26086956521739,0,0.217391304347826,0.565217391304348,0,NA,5,13,4,29,0,"North Carolina St.",2.6,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48",1,2,"NYG","Saquon Barkley","RB",21,2020,23,31,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80645161290323,39.3225806451613,0.193548387096774,16.0322580645161,75.6129032258064,0.548387096774194,38,497,2344,149,1219,6,"Penn St.",4.71629778672032,671,3843,43,102,1195,8,8.18120805369128,11.7,5.7,773,NA,51,5038,6.5,2.68421052631579,31.4473684210526,0.210526315789474,17.6578947368421,101.131578947368,1.13157894736842,132.578947368421,1.34210526315789,11.5
"49",1,27,"SEA","Rashaad Penny","RB",22,2019,7,24,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708333333333333,6.58333333333333,0.0416666666666667,6.25,32.875,0.208333333333333,51,150,789,17,158,1,"San Diego St.",5.26,488,3656,38,42,479,6,9.29411764705882,11.4,7.5,530,NA,44,4135,7.8,0.823529411764706,9.3921568627451,0.117647058823529,9.56862745098039,71.6862745098039,0.745098039215686,81.078431372549,0.862745098039216,3.5
"50",1,31,"NWE","Sony Michel","RB",23,2020,12,32,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65625,5.21875,0,15.0625,63,0.4375,47,482,2016,21,167,0,"Georgia",4.18257261410788,590,3613,33,64,621,6,7.95238095238095,9.7,6.1,654,NA,39,4234,6.5,1.36170212765957,13.2127659574468,0.127659574468085,12.5531914893617,76.8723404255319,0.702127659574468,90.0851063829787,0.829787234042553,6
"51",2,35,"CLE","Nick Chubb","RB",22,2020,18,36,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63888888888889,12.3333333333333,0.0555555555555556,15.1944444444444,78.4722222222222,0.555555555555556,47,547,2825,59,444,2,"Georgia",5.16453382084095,758,4769,44,31,361,4,7.52542372881356,11.6,6.3,789,NA,48,5130,6.5,0.659574468085106,7.68085106382979,0.0851063829787234,16.1276595744681,101.468085106383,0.936170212765957,109.148936170213,1.02127659574468,9
"52",2,38,"TAM","Ronald Jones","RB",21,2020,7,30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76666666666667,13.9333333333333,0,8.96666666666667,37.5666666666667,0.266666666666667,40,269,1127,53,418,0,"USC",4.18959107806691,591,3619,39,32,302,3,7.88679245283019,9.4,6.1,623,NA,42,3921,6.3,0.8,7.55,0.075,14.775,90.475,0.975,98.025,1.05,3.5
"53",2,43,"DET","Kerryon Johnson","RB",21,2020,8,22,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16.2272727272727,0.0909090909090909,11.4545454545455,50.6818181818182,0.318181818181818,36,252,1115,44,357,2,"Auburn",4.42460317460317,519,2494,32,55,478,2,8.11363636363636,8.7,4.8,574,NA,34,2972,5.2,1.52777777777778,13.2777777777778,0.0555555555555556,14.4166666666667,69.2777777777778,0.888888888888889,82.5555555555556,0.944444444444444,4
"54",2,59,"WAS","Derrius Guice","RB",21,2019,2,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,15.8,0.2,8.4,49,0.4,35,42,245,7,79,1,"LSU",5.83333333333333,471,3074,29,32,250,3,11.2857142857143,7.8,6.5,503,NA,32,3324,6.6,0.914285714285714,7.14285714285714,0.0857142857142857,13.4571428571429,87.8285714285714,0.828571428571429,94.9714285714286,0.914285714285714,1
"55",3,71,"DEN","Royce Freeman","RB",22,2020,8,34,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82352941176471,11.0882352941176,0.0294117647058824,7.97058823529412,30.7941176470588,0.235294117647059,51,271,1047,62,377,1,"Oregon",3.86346863468635,947,5621,60,79,814,4,6.08064516129032,10.3,5.9,1026,NA,64,6435,6.3,1.54901960784314,15.9607843137255,0.0784313725490196,18.5686274509804,110.21568627451,1.17647058823529,126.176470588235,1.25490196078431,4
"56",4,104,"IND","Nyheim Hines","RB",21,2020,12,37,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37837837837838,23.3513513513514,0.0810810810810811,4.40540540540541,16.0540540540541,0.135135135135135,38,163,594,125,864,3,"North Carolina St.",3.6441717791411,258,1400,13,89,933,1,6.912,10.5,5.4,347,NA,14,2333,6.7,2.34210526315789,24.5526315789474,0.0263157894736842,6.78947368421053,36.8421052631579,0.342105263157895,61.3947368421053,0.368421052631579,6
"57",4,112,"CIN","Mark Walton","RB",21,2019,3,21,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952380952380952,6.19047619047619,0,3.19047619047619,11.1904761904762,0,31,67,235,20,130,0,"Miami (FL)",3.50746268656716,395,2006,26,56,624,2,6.5,11.1,5.1,451,NA,28,2630,5.8,1.80645161290323,20.1290322580645,0.0645161290322581,12.741935483871,64.7096774193548,0.838709677419355,84.8387096774194,0.903225806451613,1.5
"58",4,126,"ATL","Ito Smith","RB",22,2020,4,26,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69230769230769,10.1923076923077,0,4.69230769230769,17.4615384615385,0.192307692307692,51,122,454,44,265,0,"Southern Miss",3.72131147540984,820,4538,42,140,1446,7,6.02272727272727,10.3,5.5,960,NA,49,5984,6.2,2.74509803921569,28.3529411764706,0.137254901960784,16.078431372549,88.9803921568627,0.823529411764706,117.333333333333,0.96078431372549,2
"59",4,131,"MIA","Kalen Ballage","RB",22,2020,3,27,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18518518518519,6.88888888888889,0,4.18518518518519,12.5555555555556,0.148148148148148,46,113,339,32,186,0,"Arizona St.",3,450,1984,27,82,684,2,5.8125,8.3,4.4,532,NA,29,2668,5,1.78260869565217,14.8695652173913,0.0434782608695652,9.78260869565217,43.1304347826087,0.58695652173913,58,0.630434782608696,1.5
"60",4,134,"ARI","Chase Edmonds","RB",22,2020,5,34,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47058823529412,9.91176470588235,0.0882352941176471,4.08823529411765,17.8235294117647,0.205882352941176,NA,139,606,50,337,3,"Fordham",4.35971223021583,NA,NA,NA,NA,NA,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"61",5,169,"IND","Jordan Wilkins","RB",24,2020,5,35,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,4.28571428571429,0,3.97142857142857,21.0857142857143,0.0857142857142857,38,139,738,25,150,0,"Mississippi",5.30935251798561,279,1751,14,32,322,1,6,10.1,6.3,311,NA,15,2073,6.7,0.842105263157895,8.47368421052632,0.0263157894736842,7.34210526315789,46.0789473684211,0.368421052631579,54.5526315789474,0.394736842105263,2.5
"62",6,176,"LAR","John Kelly","RB",21,2019,1,8,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,3.375,0,3.75,10.375,0,29,30,83,2,27,0,"Tennessee",2.76666666666667,327,1573,15,43,350,0,13.5,8.1,4.8,370,NA,15,1923,5.2,1.48275862068966,12.0689655172414,0,11.2758620689655,54.2413793103448,0.517241379310345,66.3103448275862,0.517241379310345,0.5
"63",6,201,"NOR","Boston Scott","RB",23,2020,3,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61111111111111,13.7222222222222,0,4.44444444444444,17.1111111111111,0.277777777777778,38,80,308,29,247,0,"Louisiana Tech",3.85,288,1840,14,32,307,1,8.51724137931035,9.6,6.4,320,NA,15,2147,6.7,0.842105263157895,8.07894736842105,0.0263157894736842,7.57894736842105,48.4210526315789,0.368421052631579,56.5,0.394736842105263,1.5
"64",6,204,"NYJ","Trenton Cannon","RB",24,2020,2,23,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739130434782609,6.26086956521739,0,1.73913043478261,4.8695652173913,0.0434782608695652,NA,40,112,17,144,0,"Virginia St.",2.8,NA,NA,NA,NA,NA,NA,8.47058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"65",7,226,"DEN","David Williams","RB",24,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,"Arkansas",NA,304,1450,13,37,435,2,NA,11.8,4.8,341,NA,15,1885,5.5,0.902439024390244,10.609756097561,0.0487804878048781,7.41463414634146,35.3658536585366,0.317073170731707,45.9756097560976,0.365853658536585,NA
"66",7,236,"DAL","Bo Scarbrough","RB",21,2019,2,6,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0.833333333333333,0,14.8333333333333,62.8333333333333,0.166666666666667,31,89,377,1,5,0,"Alabama",4.23595505617978,267,1512,20,21,131,0,5,6.2,5.7,288,NA,20,1643,5.7,0.67741935483871,4.2258064516129,0,8.61290322580645,48.7741935483871,0.645161290322581,53,0.645161290322581,1
"67",7,237,"DET","Nick Bawden","RB",22,2019,0,10,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.7,0,0,0,0,24,0,0,4,17,0,"San Diego St.",NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68",7,251,"LAC","Justin Jackson","RB",23,2020,4,23,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34782608695652,8.34782608695652,0,4.43478260869565,21.304347826087,0.0869565217391304,51,102,490,31,192,0,"Northwestern",4.80392156862745,1142,5440,41,122,858,1,6.19354838709677,7,4.8,1264,NA,42,6298,5,2.3921568627451,16.8235294117647,0.0196078431372549,22.3921568627451,106.666666666667,0.803921568627451,123.490196078431,0.823529411764706,2
